Dependents,tenure,MultipleLines,OnlineSecurity,TechSupport,StreamingTV,PaperlessBilling,MonthlyCharges,Churn,ChargesPerTenure,TenureGroup,NumAddons,HasStreaming,IsLongTermContract,IsAutoPayment,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,Segment,Segment_Label,Churn_Probability,Churn_Predicted,Risk_Tier,Priority,Rec_Count,Recommendations
0,27,1,0,0,1,0,95.0,0,-0.2710484635272744,2,2,1,0,1,0,1,0,1,0,0,1,0,0,Critical Churn-Risk,0.6728852529219629,1,High,Critical,5,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months
0,1,0,0,0,0,0,70.85,1,3.4680425453137254,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Critical Churn-Risk,0.7841031387776696,1,Very High,Critical,5,Immediate onboarding call — assign dedicated support agent | Offer 20% discount for first 3 months to reduce early churn | Offer contract upgrade incentive: 2 free months on annual plan | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,35,1,1,1,1,1,85.95,1,-0.3884031428659678,2,5,1,1,1,1,0,0,0,1,0,1,0,1,Stable Mid-Risk,0.3011026514482155,0,Medium,Medium,1,Send quarterly loyalty reward: bonus data or service credit
0,4,0,0,0,0,1,73.9,1,1.0581652473199377,0,1,0,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.7910768925520364,1,Very High,Critical,5,Immediate onboarding call — assign dedicated support agent | Offer 20% discount for first 3 months to reduce early churn | Offer contract upgrade incentive: 2 free months on annual plan | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
1,8,0,0,0,0,1,45.45,0,-0.0776112656119856,0,0,0,0,0,1,0,0,1,0,0,0,1,2,Vulnerable High-Risk,0.49589666424552586,0,Medium,High,5,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
0,10,0,0,0,0,1,20.0,0,-0.4548592805118257,0,0,0,0,1,0,0,1,1,0,0,1,0,2,Vulnerable High-Risk,0.36464382840662796,0,Medium,High,5,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
0,2,0,0,0,0,0,49.2,0,1.2472667839026426,0,1,0,0,0,1,0,0,1,0,0,0,0,2,Vulnerable High-Risk,0.607577088795508,1,High,High,5,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
0,58,1,1,0,1,1,109.45,1,-0.4505516259995126,3,5,1,1,1,0,1,0,0,0,1,0,0,1,Stable Mid-Risk,0.191423028487107,0,Low,Medium,2,Send quarterly loyalty reward: bonus data or service credit | Proactive fiber quality check — prevent dissatisfaction
0,51,0,1,1,1,1,83.25,0,-0.4802152611735725,3,6,1,1,1,1,0,0,0,0,1,1,0,1,Stable Mid-Risk,0.051632071187495354,0,Low,Medium,1,Send quarterly loyalty reward: bonus data or service credit
1,46,0,0,0,0,1,19.25,0,-0.6192850918358874,2,0,0,1,0,0,0,1,0,0,1,0,0,3,Loyal Low-Risk,0.06661863726233011,0,Low,Low,3,Send annual loyalty thank-you reward: gift card or free month | Introduce premium bundle: StreamingTV + Movies at 30% off | Invite to referral program: reward for bringing new customers
0,1,0,0,0,0,1,19.65,0,0.4797713499327145,0,0,0,0,1,0,0,1,1,0,0,0,0,2,Vulnerable High-Risk,0.5031847608612863,0,Medium,High,5,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
0,46,1,0,0,0,0,72.8,0,-0.486288148258217,2,0,0,0,1,0,1,0,1,0,0,0,0,0,Critical Churn-Risk,0.5593597965300877,1,High,Critical,4,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Bundle OnlineSecurity + TechSupport at 50% off for 3 months
0,50,1,1,1,1,1,109.65,0,-0.4161263619637409,3,5,1,0,1,0,1,0,1,0,0,0,0,1,Stable Mid-Risk,0.4546180153458765,0,Medium,Medium,2,Send quarterly loyalty reward: bonus data or service credit | Proactive fiber quality check — prevent dissatisfaction
1,53,0,0,1,1,0,65.0,0,-0.5265869074527235,3,3,1,0,1,1,0,0,1,0,0,1,0,1,Stable Mid-Risk,0.2643464573973745,0,Low,Medium,1,Send quarterly loyalty reward: bonus data or service credit
0,61,1,0,1,1,1,114.1,0,-0.4522748038433499,3,5,1,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.5631103569155491,1,High,Critical,6,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,5,0,0,0,0,0,20.65,0,-0.2653509598530454,0,0,0,0,1,0,0,1,1,0,0,0,0,2,Vulnerable High-Risk,0.4173610024165637,0,Medium,High,5,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
0,47,0,1,1,1,1,86.95,0,-0.4556441084846893,2,6,1,1,1,1,0,0,0,1,0,0,0,1,Stable Mid-Risk,0.3070143002778858,0,Medium,Medium,1,Send quarterly loyalty reward: bonus data or service credit
0,54,1,0,0,1,1,94.75,0,-0.4660016269434666,3,3,1,1,1,0,1,0,0,1,0,0,0,1,Stable Mid-Risk,0.4254586428097236,0,Medium,Medium,2,Send quarterly loyalty reward: bonus data or service credit | Proactive fiber quality check — prevent dissatisfaction
1,19,0,0,0,0,1,25.35,0,-0.5191400076638871,1,0,0,0,1,1,0,0,1,0,0,1,0,2,Vulnerable High-Risk,0.3102940704630763,0,Medium,High,4,Mid-cycle check-in: proactive satisfaction survey + offer | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
1,26,0,0,1,1,1,105.45,0,-0.2112015143638278,2,5,1,1,0,0,1,0,0,0,1,0,1,1,Stable Mid-Risk,0.23033212041893583,0,Low,Medium,3,Send quarterly loyalty reward: bonus data or service credit | Proactive fiber quality check — prevent dissatisfaction | Promote auto-pay enrollment for convenience discount
1,70,1,0,0,0,0,25.4,0,-0.6253349389951195,3,0,0,1,0,0,0,1,0,0,1,0,0,3,Loyal Low-Risk,0.06390126352857375,0,Low,Low,3,Send annual loyalty thank-you reward: gift card or free month | Introduce premium bundle: StreamingTV + Movies at 30% off | Invite to referral program: reward for bringing new customers
0,17,1,0,0,1,1,102.55,0,-0.0020614404683469,1,4,1,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.7663323164889797,1,Very High,Critical,6,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,30,1,0,0,1,1,100.2,1,-0.289795088519899,2,3,1,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.7425840827813462,1,High,Critical,6,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
1,1,1,0,0,0,0,24.0,0,0.7336576721965309,0,0,0,0,0,0,0,1,1,0,0,0,0,2,Vulnerable High-Risk,0.5180027517964697,1,High,High,5,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
1,19,1,0,0,0,0,25.6,0,-0.5176808908692675,1,0,0,1,0,0,0,1,0,0,1,0,0,3,Loyal Low-Risk,0.08311188396587296,0,Low,Low,3,Send annual loyalty thank-you reward: gift card or free month | Introduce premium bundle: StreamingTV + Movies at 30% off | Invite to referral program: reward for bringing new customers
0,26,0,0,0,1,1,73.5,0,-0.3493312375878198,2,4,1,1,1,1,0,0,0,0,1,1,0,1,Stable Mid-Risk,0.18433856978293284,0,Low,Medium,1,Send quarterly loyalty reward: bonus data or service credit
1,21,0,0,0,0,1,74.05,1,-0.2741940919416492,1,1,0,0,1,0,1,0,1,0,0,0,0,0,Critical Churn-Risk,0.5849953346415975,1,High,Critical,4,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Bundle OnlineSecurity + TechSupport at 50% off for 3 months
0,50,1,0,0,1,1,98.25,0,-0.4422188034675273,3,3,1,1,0,0,1,0,0,1,0,0,1,1,Stable Mid-Risk,0.4708552857075782,0,Medium,Medium,3,Send quarterly loyalty reward: bonus data or service credit | Proactive fiber quality check — prevent dissatisfaction | Promote auto-pay enrollment for convenience discount
0,68,0,1,0,1,1,54.4,0,-0.5750643594762217,3,4,1,1,0,1,0,0,0,1,0,0,1,1,Stable Mid-Risk,0.22111131714108542,0,Low,Medium,2,Send quarterly loyalty reward: bonus data or service credit | Promote auto-pay enrollment for convenience discount
0,3,1,0,0,1,1,101.55,1,2.296371759234159,0,3,1,0,1,0,1,0,1,0,0,0,0,0,Critical Churn-Risk,0.8368891693580696,1,Very High,Critical,5,Immediate onboarding call — assign dedicated support agent | Offer 20% discount for first 3 months to reduce early churn | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months
1,9,0,0,1,1,0,103.1,0,0.5363850815639563,0,4,1,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.6760882851691132,1,High,Critical,6,Immediate onboarding call — assign dedicated support agent | Offer 20% discount for first 3 months to reduce early churn | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
1,51,0,1,1,0,0,34.2,0,-0.5903224592906388,3,2,0,1,1,1,0,0,0,0,1,0,0,1,Stable Mid-Risk,0.05295734087519257,0,Low,Medium,2,Send quarterly loyalty reward: bonus data or service credit | Cross-sell DeviceProtection or StreamingTV at discounted rate
0,9,0,0,0,0,1,43.75,0,-0.156403572521446,0,0,0,0,0,1,0,0,1,0,0,0,1,2,Vulnerable High-Risk,0.5813739718245836,1,High,High,5,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
1,41,1,0,1,1,1,111.95,1,-0.3559551646237122,2,5,1,1,0,0,1,0,0,1,0,0,1,1,Stable Mid-Risk,0.3860020048400644,0,Medium,Medium,3,Send quarterly loyalty reward: bonus data or service credit | Proactive fiber quality check — prevent dissatisfaction | Promote auto-pay enrollment for convenience discount
0,22,1,0,0,1,1,100.65,0,-0.1562766928001747,1,3,1,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.762862842551456,1,Very High,Critical,6,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
1,21,0,1,0,1,1,55.95,1,-0.3702305064238869,1,4,1,1,0,1,0,0,0,1,0,0,1,1,Stable Mid-Risk,0.28331559573853954,0,Low,Medium,2,Send quarterly loyalty reward: bonus data or service credit | Promote auto-pay enrollment for convenience discount
1,71,1,1,1,1,1,116.05,0,-0.4789494461765307,3,6,1,1,1,0,1,0,0,0,1,0,0,1,Stable Mid-Risk,0.05868131603495737,0,Low,Medium,2,Send quarterly loyalty reward: bonus data or service credit | Proactive fiber quality check — prevent dissatisfaction
0,1,0,0,0,0,0,45.75,1,2.003089283515613,0,0,0,0,0,1,0,0,1,0,0,0,1,2,Vulnerable High-Risk,0.6310197856081178,1,High,High,5,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
1,26,1,0,1,1,1,82.0,0,-0.3125831109085105,2,4,1,1,1,1,0,0,0,1,0,1,0,1,Stable Mid-Risk,0.25880699169074367,0,Low,Medium,1,Send quarterly loyalty reward: bonus data or service credit
0,71,1,1,1,0,0,65.15,0,-0.5614706071166856,3,3,0,1,1,1,0,0,0,0,1,0,0,1,Stable Mid-Risk,0.0610623742207331,0,Low,Medium,1,Send quarterly loyalty reward: bonus data or service credit
0,4,0,0,0,0,1,44.8,0,0.3788004677450357,0,0,0,0,1,1,0,0,1,0,0,1,0,2,Vulnerable High-Risk,0.5405164069818746,1,High,High,5,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
0,12,1,1,0,0,1,79.8,0,0.0494441352733546,0,1,0,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.6294042193040063,1,High,Critical,5,Immediate onboarding call — assign dedicated support agent | Offer 20% discount for first 3 months to reduce early churn | Offer contract upgrade incentive: 2 free months on annual plan | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,18,1,0,1,1,1,88.85,0,-0.1212311782090359,1,2,1,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.6955058385370952,1,High,Critical,6,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,3,1,0,0,0,1,74.95,0,1.520121624496514,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.8124077013577261,1,Very High,Critical,5,Immediate onboarding call — assign dedicated support agent | Offer 20% discount for first 3 months to reduce early churn | Offer contract upgrade incentive: 2 free months on annual plan | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,72,1,1,0,1,1,106.85,0,-0.4962378703587477,3,4,1,1,1,0,1,0,0,1,0,0,0,1,Stable Mid-Risk,0.21859241238369606,0,Low,Medium,2,Send quarterly loyalty reward: bonus data or service credit | Proactive fiber quality check — prevent dissatisfaction
0,11,0,0,0,0,0,74.95,1,0.0619775744066259,0,1,0,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.7158582974067221,1,High,Critical,5,Immediate onboarding call — assign dedicated support agent | Offer 20% discount for first 3 months to reduce early churn | Offer contract upgrade incentive: 2 free months on annual plan | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,1,0,0,0,0,0,80.15,1,4.010833992912231,0,1,1,0,1,0,1,0,1,0,0,1,0,0,Critical Churn-Risk,0.7674529740094159,1,Very High,Critical,5,Immediate onboarding call — assign dedicated support agent | Offer 20% discount for first 3 months to reduce early churn | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months
0,13,0,0,0,0,0,19.3,0,-0.5061747127174099,1,0,0,1,1,0,0,1,0,1,0,1,0,3,Loyal Low-Risk,0.15195071276599953,0,Low,Low,3,Send annual loyalty thank-you reward: gift card or free month | Introduce premium bundle: StreamingTV + Movies at 30% off | Invite to referral program: reward for bringing new customers
0,72,1,0,1,1,1,109.25,1,-0.4924001933098851,3,5,1,1,0,0,1,0,0,1,0,0,1,1,Stable Mid-Risk,0.3589283899417212,0,Medium,Medium,3,Send quarterly loyalty reward: bonus data or service credit | Proactive fiber quality check — prevent dissatisfaction | Promote auto-pay enrollment for convenience discount
0,42,1,1,0,0,0,56.1,0,-0.5148033768184826,2,1,0,1,1,1,0,0,0,1,0,1,0,3,Loyal Low-Risk,0.1772029055604888,0,Low,Low,2,Send annual loyalty thank-you reward: gift card or free month | Invite to referral program: reward for bringing new customers
0,17,0,0,0,0,0,19.7,0,-0.5393406690649545,1,0,0,0,1,0,0,1,1,0,0,1,0,2,Vulnerable High-Risk,0.3339652987605541,0,Medium,High,4,Mid-cycle check-in: proactive satisfaction survey + offer | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
0,7,0,0,0,0,1,51.3,0,0.0814324650015543,0,1,0,0,0,1,0,0,1,0,0,0,0,2,Vulnerable High-Risk,0.5222463933089139,1,High,High,4,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo
0,68,1,1,1,1,0,118.6,0,-0.4664553180680124,3,6,1,1,0,0,1,0,0,0,1,0,0,1,Stable Mid-Risk,0.12253813107724089,0,Low,Medium,3,Send quarterly loyalty reward: bonus data or service credit | Proactive fiber quality check — prevent dissatisfaction | Promote auto-pay enrollment for convenience discount
1,56,1,0,0,0,0,24.15,0,-0.6176380708627893,3,0,0,1,1,0,0,1,0,0,1,0,0,3,Loyal Low-Risk,0.06302217817747685,0,Low,Low,3,Send annual loyalty thank-you reward: gift card or free month | Introduce premium bundle: StreamingTV + Movies at 30% off | Invite to referral program: reward for bringing new customers
1,38,0,0,0,0,0,20.3,0,-0.6063353307803107,2,0,0,1,0,0,0,1,0,1,0,0,0,3,Loyal Low-Risk,0.1318081358402637,0,Low,Low,3,Send annual loyalty thank-you reward: gift card or free month | Introduce premium bundle: StreamingTV + Movies at 30% off | Invite to referral program: reward for bringing new customers
1,72,1,1,1,1,1,115.5,0,-0.4824062426618054,3,6,1,1,0,0,1,0,0,0,1,0,1,1,Stable Mid-Risk,0.05853566418269858,0,Low,Medium,3,Send quarterly loyalty reward: bonus data or service credit | Proactive fiber quality check — prevent dissatisfaction | Promote auto-pay enrollment for convenience discount
0,48,1,0,0,0,0,25.05,0,-0.6074195515277518,2,0,0,1,1,0,0,1,0,1,0,1,0,3,Loyal Low-Risk,0.12834302358928856,0,Low,Low,3,Send annual loyalty thank-you reward: gift card or free month | Introduce premium bundle: StreamingTV + Movies at 30% off | Invite to referral program: reward for bringing new customers
0,52,1,1,0,1,1,109.1,0,-0.426808198120579,3,5,1,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.4657677768891363,0,Medium,Critical,6,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
1,35,0,0,0,0,0,19.65,0,-0.6033796839399274,2,0,0,1,0,0,0,1,0,1,0,0,0,3,Loyal Low-Risk,0.1318081358402637,0,Low,Low,3,Send annual loyalty thank-you reward: gift card or free month | Introduce premium bundle: StreamingTV + Movies at 30% off | Invite to referral program: reward for bringing new customers
0,67,1,0,1,1,1,111.3,0,-0.4760359809428294,3,5,1,1,1,0,1,0,0,0,1,0,0,1,Stable Mid-Risk,0.15898534135206244,0,Low,Medium,2,Send quarterly loyalty reward: bonus data or service credit | Proactive fiber quality check — prevent dissatisfaction
0,1,0,1,0,0,0,29.9,0,1.0780092357267643,0,1,0,0,0,1,0,0,1,0,0,0,0,2,Vulnerable High-Risk,0.5478917545789947,1,High,High,5,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
0,53,0,0,1,0,1,80.6,0,-0.492865097088181,3,2,0,0,0,0,1,0,1,0,0,0,0,0,Critical Churn-Risk,0.4656162622611972,0,Medium,Critical,6,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
1,34,0,0,0,0,0,20.8,0,-0.5977238693169731,2,0,0,0,0,0,0,1,1,0,0,0,0,2,Vulnerable High-Risk,0.2662294690609476,0,Low,High,4,Mid-cycle check-in: proactive satisfaction survey + offer | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
0,3,0,0,0,1,0,35.2,1,0.3601237727739046,0,1,1,0,1,1,0,0,1,0,0,1,0,2,Vulnerable High-Risk,0.5460240090022738,1,High,High,5,Early engagement: send personalized welcome + value summary email | Offer first add-on service free for 2 months | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
0,1,0,0,0,1,0,78.8,1,3.9320416860027696,0,1,1,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.8158519179732289,1,Very High,Critical,5,Immediate onboarding call — assign dedicated support agent | Offer 20% discount for first 3 months to reduce early churn | Offer contract upgrade incentive: 2 free months on annual plan | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,19,0,0,1,1,0,89.95,0,-0.1421042279341735,1,3,1,0,0,0,1,0,1,0,0,0,0,0,Critical Churn-Risk,0.6422995858733945,1,High,Critical,6,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,60,1,1,1,1,1,116.05,0,-0.4450216584867003,3,6,1,1,1,0,1,0,0,0,1,0,0,1,Stable Mid-Risk,0.14917592489087728,0,Low,Medium,2,Send quarterly loyalty reward: bonus data or service credit | Proactive fiber quality check — prevent dissatisfaction
0,11,0,0,0,0,0,19.55,0,-0.4769228950728923,0,0,0,1,1,0,0,1,0,0,1,1,0,3,Loyal Low-Risk,0.10622485163990394,0,Low,Low,3,Send annual loyalty thank-you reward: gift card or free month | Introduce premium bundle: StreamingTV + Movies at 30% off | Invite to referral program: reward for bringing new customers
0,47,1,0,0,1,1,106.4,1,-0.4083444057257695,2,4,1,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.7016257322673374,1,High,Critical,6,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,18,0,1,0,0,0,49.4,1,-0.363598157357434,1,1,0,0,0,1,0,0,1,0,0,0,1,2,Vulnerable High-Risk,0.462624527400482,0,Medium,High,4,Mid-cycle check-in: proactive satisfaction survey + offer | Promote annual contract: highlight savings vs month-to-month | Recommend OnlineSecurity or TechSupport — show value demo | Upsell opportunity: offer enhanced plan with streaming bundle
1,60,1,1,1,1,0,115.25,0,-0.4465525351236782,3,6,1,1,1,0,1,0,0,0,1,1,0,1,Stable Mid-Risk,0.12077568242222893,0,Low,Medium,2,Send quarterly loyalty reward: bonus data or service credit | Proactive fiber quality check — prevent dissatisfaction
0,72,1,0,0,0,0,24.8,0,-0.6274384544667378,3,0,0,1,1,0,0,1,0,0,1,1,0,3,Loyal Low-Risk,0.05590933125979506,0,Low,Low,3,Send annual loyalty thank-you reward: gift card or free month | Introduce premium bundle: StreamingTV + Movies at 30% off | Invite to referral program: reward for bringing new customers
0,39,0,0,0,0,0,19.9,0,-0.6090216022124566,2,0,0,1,0,0,0,1,0,1,0,0,0,3,Loyal Low-Risk,0.15536202858093817,0,Low,Low,3,Send annual loyalty thank-you reward: gift card or free month | Introduce premium bundle: StreamingTV + Movies at 30% off | Invite to referral program: reward for bringing new customers
0,59,0,1,0,0,1,81.25,0,-0.5090234645545243,3,2,0,1,1,0,1,0,0,1,0,1,0,1,Stable Mid-Risk,0.18092844111282913,0,Low,Medium,3,Send quarterly loyalty reward: bonus data or service credit | Cross-sell DeviceProtection or StreamingTV at discounted rate | Proactive fiber quality check — prevent dissatisfaction
1,2,0,0,0,0,0,69.95,0,2.054644743592173,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Critical Churn-Risk,0.7318654138350843,1,High,Critical,5,Immediate onboarding call — assign dedicated support agent | Offer 20% discount for first 3 months to reduce early churn | Offer contract upgrade incentive: 2 free months on annual plan | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,1,0,0,0,0,0,69.1,1,3.3659043696903512,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.7906399858539918,1,Very High,Critical,5,Immediate onboarding call — assign dedicated support agent | Offer 20% discount for first 3 months to reduce early churn | Offer contract upgrade incentive: 2 free months on annual plan | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
1,20,0,0,0,1,1,90.2,1,-0.1657141273061618,1,2,1,0,0,0,1,0,1,0,0,0,1,0,Critical Churn-Risk,0.6587930021657978,1,High,Critical,6,Personalized retention call — acknowledge loyalty | Offer exclusive loyalty discount: 15% off for 6 months | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months | Enroll in auto-pay for $5/month discount
0,6,1,0,0,1,1,93.55,1,0.8929098480664452,0,2,1,0,1,0,1,0,1,0,0,0,0,0,Critical Churn-Risk,0.8429701579145329,1,Very High,Critical,5,Immediate onboarding call — assign dedicated support agent | Offer 20% discount for first 3 months to reduce early churn | Offer contract upgrade incentive: 2 free months on annual plan | Fiber service review — offer speed upgrade or bill reduction | Bundle OnlineSecurity + TechSupport at 50% off for 3 months
0,71,1,0,1,0,1,86.4,0,-0.5270192383548331,3,2,0,1,1,0,1,0,0,0,1,1,0,1,Stable Mid-Risk,0.10243944629221242,0,Low,Medium,3,Send quarterly loyalty reward: bonus data or service credit | Cross-sell DeviceProtection or StreamingTV at discounted rate | Proactive fiber quality check — prevent dissatisfaction
0,24,1,1,0,0,0,66.3,0,-0.3575282314918164,1,3,0,0,0,1,0,0,1,0,0,0,0,2,Vulnerable High-Risk,0.37237854414342625,0,Medium,High,2,Mid-cycle check-in: proactive satisfaction survey + offer | Promote annual contract: highlight savings vs month-to-month
